사번,이름,채용경로,성별,나이,근속기간,출신대학,대학구분,학점,학력,입사년도,직군,팀구분,퇴직구분,매니저여부,잔업시간,성과점수,미사용.휴가일수,연봉,사업장위치,본인.인지능력,본인.인내력,본인.실행력,매니저.비전,매니저.소통,매니저.실행력,직원만족도,매출액.천원,불량건수
16,장규백,공채,남,50,33.2,고려대학교,top5,82.89,석사,2013,제조생산,생산팀,No,No,235,57,2,131531863,서울(본사),99,90,74,26,20,17,46.5,NA,10
2036,하군길,공채,남,43,25.1,순천대학교,기타,80,학사,2011,마케팅영업,인력팀,No,No,236,87.1,7,83236876,대전(연구소),98,95,94,87,88,5,64.2,135996,NA
2825,정규빈,공채,남,31,7.5,성균관대학교,top8,85.11,석사,2012,연구개발,기술팀,No,No,52,52.6,12,107585209,일본,78,80,75,21,9,14,46.6,NA,NA
3379,최국태,공채,남,41,23.9,경북대학교,국립,74.89,학사,2014,제조생산,마케팅팀,No,No,389,80.9,16,57985557,대전(연구소),89,87,79,93,74,11,69,NA,25
4616,주국희,인턴,여,31,15.1,고려대학교,top5,75.56,학사,2013,연구개발,생산팀,No,No,40,27.9,7,75709063,대전(연구소),75,70,78,18,19,15,38.9,NA,NA
4386,한가실,공채,여,32,16,중앙대학교,수도권,93.95,고졸,2011,제조생산,인력팀,Yes,No,305,46.6,3,11287848,베트남,81,66,63,79,21,38,47.8,NA,35
5582,조강백,인턴,남,28,6,단국대학교,수도권,79.56,학사,2015,연구개발,사업팀,No,No,72,39.3,19,95286354,미국,78,88,74,23,30,36,47,NA,NA
1903,장경욱,공채,남,34,13.4,포항공과대학교,top5,76.74,학사,2014,연구개발,기술팀,No,No,141,53.8,12,89559063,서울(본사),78,96,73,12,17,4,44.4,NA,NA
3424,조건섭,공채,남,40,17.7,경희대학교(국제캠퍼스),기타,81.11,학사,2015,연구개발,마케팅팀,No,No,113,45.1,7,112431772,미국,75,81,98,88,70,40,62.6,NA,NA
3857,윤건모,공채,남,38,16.7,경희대학교(국제캠퍼스),기타,78.37,박사,2015,제조생산,사업팀,No,No,227,23.8,22,79574202,서울(본사),84,67,69,23,41,9,43.3,NA,7
181,최국도,공채,남,29,12.1,중앙대학교,기타,85.78,고졸,2014,제조생산,인력팀,No,No,153,51.6,13,15915139,베트남,73,83,91,80,71,53,67.4,NA,12
4046,한경린,공채,여,38,23.1,건국대학교,기타,84.89,학사,2015,제조생산,마케팅팀,No,No,173,51.1,5,41860557,서울(본사),78,77,62,95,73,46,67.8,NA,3
3548,박기민,공채,남,38,28.5,서강대학교,top8,73.78,고졸,2015,경영지원,사업팀,No,Yes,33,31.5,21,86862050,베트남,89,84,78,66,57,18,55.2,NA,NA
431,한규만,공채,남,34,16.9,건국대학교,기타,67.11,석사,2011,연구개발,기술팀,No,No,296,58.4,19,100044063,중국,89,72,69,13,12,4,44.4,NA,NA
5360,정규민,공채,남,31,15.4,연세대학교,top5,71.56,박사,2011,경영지원,기술팀,No,No,203,39.9,6,116972709,서울(본사),96,79,89,31,13,30,40,NA,NA
1748,장낙관,산학,남,42,23.7,전남대학교,국립,82.22,고졸,2011,경영지원,생산팀,No,No,8,47.6,3,121464341,미국,84,75,74,18,35,34,44.4,NA,NA
2820,정군길,산학,남,40,22.2,한국과학기술원,수도권,81.11,석사,2015,연구개발,금융팀,No,No,110,44.6,14,112431772,미국,77,66,80,80,26,75,56.2,NA,NA
1548,조강옥,공채,여,43,24.7,한양대학교,top8,75.33,석사,2011,연구개발,인력팀,No,No,100,70,6,105179481,서울(본사),72,94,97,95,86,22,65.2,NA,NA
3537,강규백,공채,남,45,29,세종대학교,기타,66.67,석사,2011,마케팅영업,사업팀,No,No,327,68.4,6,86175696,대전(연구소),79,74,65,1,25,51,53,71700,NA
4026,정군길,공채,남,35,15.4,성균관대학교,top8,88,전문대,2010,연구개발,마케팅팀,No,No,94,58.2,8,120375348,일본,88,75,89,73,75,41,63.8,NA,NA
664,한국만,해외,남,41,22.6,UNIVERSITY OF ILLINO,해외,80,학사,2012,제조생산,기술팀,No,No,209,46.1,11,87623057,미국,84,77,84,1,19,28,39.5,NA,10
722,조규건,공채,남,32,13.5,대전가톨릭대학교,기타,84.44,학사,2011,경영지원,생산팀,Yes,No,207,40.4,5,50651494,베트남,76,78,63,22,20,37,39.3,NA,NA
3241,한경수,공채,남,42,34.5,인하대학교,기타,87.67,학사,2014,연구개발,인력팀,No,Yes,117,61.1,8,134702189,중국,96,91,90,95,75,24,65.3,NA,NA
3972,강규태,공채,남,38,28.1,건국대학교,기타,74,전문대,2015,제조생산,신규서비스개발팀,No,Yes,207,46.4,4,56862050,베트남,68,80,70,3,24,97,57,NA,24
3581,임강주,공채,여,36,29.7,성균관대학교,top8,77.78,학사,2015,제조생산,기술팀,No,Yes,212,51.7,10,46290835,베트남,83,79,98,21,2,45,48,NA,28
5082,하경수,해외,남,23,4,한국외국어대학교,수도권,72.44,학사,2013,연구개발,기술팀,Yes,No,190,45.7,11,44192430,베트남,95,90,92,27,16,53,38.6,NA,NA
2917,임규범,공채,남,33,10.3,울산대학교,기타,74.67,고졸,2010,경영지원,기술팀,No,No,220,38.1,5,112117778,미국,74,99,66,19,9,43,42.7,NA,NA
5351,주가은,공채,여,59,44.5,GEORGETOWN UNIVERSITY,해외,92.75,석사,2014,마케팅영업,생산팀,No,No,3,54.1,12,60990037,베트남,79,100,77,39,23,87,52,165907,NA
3897,최교묵,공채,남,40,21,한양대학교,top8,77.56,고졸,2015,마케팅영업,기술팀,No,No,75,41.1,8,62431772,서울(본사),74,89,74,26,6,39,40.8,52721,NA
822,박규광,공채,남,33,14.7,한국항공대학교,기타,81.56,석사,2012,제조생산,사업팀,No,No,479,58.5,10,55592778,대전(연구소),82,72,86,9,35,16,50.5,NA,15
4053,박기담,공채,남,36,19.1,고려대학교,top5,76,석사,2015,제조생산,마케팅팀,Yes,No,313,39.3,14,21716633,베트남,93,67,94,90,1,18,44.8,NA,35
3071,윤가정,공채,여,40,34,서울시립대학교,기타,72.44,학사,2014,연구개발,금융팀,No,Yes,29,50.9,13,140080974,미국,69,100,78,31,22,73,49.2,NA,NA
4332,여건우,인턴,남,32,13.9,한국외국어대학교,기타,92,고졸,2011,제조생산,신규서비스개발팀,No,No,282,80.9,12,57820244,대전(연구소),78,85,98,40,23,50,59.2,NA,12
1942,하경규,공채,남,41,22.9,명지대학교,기타,84.44,전문대,2011,연구개발,기술팀,No,No,28,38.2,10,110885557,서울(본사),86,83,90,38,14,3,39,NA,NA
2465,김경태,공채,남,37,20.3,동국대학교,기타,76,고졸,2012,마케팅영업,금융팀,No,No,99,32.4,13,46007917,베트남,74,68,69,64,57,89,55.7,72163,NA
185,전경모,공채,남,30,10.5,인하대학교,기타,67.11,학사,2014,연구개발,마케팅팀,No,No,76,43.9,20,82343924,서울(본사),88,100,66,95,74,14,61.8,NA,NA
5653,장규경,인턴,여,47,32.6,국민대학교,기타,80,학사,2011,제조생산,생산팀,No,No,154,66.6,11,45919620,베트남,78,79,90,19,18,49,51,NA,14
3286,임강백,공채,남,39,21,서울과학기술대학교,기타,83.33,석사,2014,연구개발,생산팀,No,No,40,48.5,9,96402987,서울(본사),68,83,66,7,22,7,46.4,NA,NA
1266,류강필,공채,남,40,17.5,서강대학교,top8,88,박사,2014,마케팅영업,마케팅팀,No,No,19,32.4,13,113181772,미국,89,72,76,94,75,32,64.3,86578,NA
1139,임경주,공채,여,29,27.4,고려대학교,top5,83.3,전문대,2016,마케팅영업,기술팀,No,Yes,19,51.6,11,83289341,일본,82,89,71,1,12,71,45.7,120180,NA
2506,하강모,산학,남,39,17.7,포항공과대학교,top5,76.89,학사,2013,제조생산,기술팀,No,No,153,47.1,6,36127987,베트남,77,75,88,23,13,42,46.2,NA,21
5074,하가은,인턴,여,31,15.9,고려대학교,top5,76,학사,2013,연구개발,사업팀,No,No,130,79,4,82509063,대전(연구소),87,88,66,52,54,7,50.2,NA,NA
417,김규건,공채,남,33,15.4,경원대학교,기타,75.33,석사,2011,연구개발,마케팅팀,No,No,228,49.4,0,119530278,미국,88,67,78,74,74,31,62,NA,NA
3876,임경규,공채,남,37,18.3,명지대학교(용인캠퍼스),기타,81.56,학사,2015,경영지원,품질보증팀,No,No,10,39.4,14,78145417,서울(본사),78,90,73,45,25,46,47.6,NA,NA
3726,정경수,산학,남,39,21.6,한양대학교,top8,86.44,학사,2015,마케팅영업,생산팀,No,No,49,41.8,14,69402987,서울(본사),81,96,66,19,39,12,39.5,147764,NA
161,임규범,공채,남,31,26.1,숭실대학교,기타,84.44,학사,2013,마케팅영업,생산팀,No,Yes,162,49.5,13,89360557,서울(본사),88,75,81,19,35,70,58.7,30444,NA
2316,윤갑규,인턴,남,41,21.3,인하대학교,기타,86,석사,2012,마케팅영업,인력팀,No,No,13,59.2,4,52035557,베트남,96,85,96,83,84,27,63.3,56375,NA
5580,임경숙,공채,여,34,16,명지대학교,수도권,90.22,석사,2010,마케팅영업,금융팀,Yes,No,127,55.3,12,58970417,서울(본사),83,70,92,29,24,66,48.8,50803,NA
4553,주규만,공채,남,31,9.7,부산대학교,국립,85.11,전문대,2012,연구개발,기술팀,No,No,136,74.3,4,92285209,대전(연구소),77,79,62,33,5,10,47,NA,NA
4872,주강길,공채,남,34,14,고려대학교,top5,78.89,학사,2012,경영지원,기술팀,No,No,8,22.6,11,107884063,미국,87,69,89,21,8,24,39.4,NA,NA
5456,정강만,공채,남,32,12.4,고려대학교,top5,81.33,학사,2014,연구개발,기술팀,Yes,No,218,46.4,14,105351494,미국,100,94,91,24,21,6,34.7,NA,NA
3582,조규범,공채,남,38,16.7,한양대학교,top8,78.22,학사,2015,제조생산,품질보증팀,No,No,198,36.3,0,69574202,미국,77,81,98,36,18,49,46.5,NA,6
1842,정강옥,공채,여,53,37.3,연세대학교(원주),기타,90.44,박사,2014,연구개발,기술팀,No,No,116,40.4,11,107417328,대전(연구소),72,89,95,22,9,14,34.5,NA,NA
2124,최교묵,산학,남,49,43.1,인하대학교,기타,76.44,석사,2013,연구개발,기술팀,No,Yes,66,50.9,18,162703683,일본,77,86,95,33,8,17,47.1,NA,NA
5674,정국길,공채,남,28,7.9,연세대학교,top5,68.22,학사,2016,제조생산,기술팀,No,No,222,20.1,17,32286354,서울(본사),72,88,93,23,0,17,41.2,NA,4
189,주강희,공채,여,34,18,고려대학교,top5,75.11,석사,2010,경영지원,신규서비스개발팀,No,No,10,45.3,16,85555417,서울(본사),74,95,69,23,39,79,51,NA,NA
4747,박규강,인턴,남,27,7.6,울산과학기술원,기타,74.89,석사,2015,제조생산,생산팀,No,No,226,38.1,13,30857570,서울(본사),82,87,98,18,32,29,46.1,NA,7
2827,강기민,공채,남,49,28.7,서울대학교,top5,86.28,학사,2014,연구개발,생산팀,No,No,154,59.9,12,132415835,미국,98,86,78,29,18,11,49.1,NA,NA
299,박규광,공채,남,34,14.4,충남대학교,국립,87.56,석사,2010,연구개발,기술팀,No,No,373,79,1,79009063,베트남,80,100,69,3,15,27,45.4,NA,NA
1764,한경태,공채,남,36,14.7,아주대학교,기타,72.89,고졸,2011,제조생산,금융팀,No,No,293,52.9,8,83786633,미국,69,90,93,3,58,66,61,NA,10
3325,류국도,공채,남,38,21.5,중앙대학교,기타,67.78,학사,2014,마케팅영업,마케팅팀,Yes,No,218,35.1,4,79574202,미국,86,98,70,89,22,46,48.4,150680,NA
966,박경택,공채,남,45,24.9,건국대학교,기타,73.78,학사,2014,경영지원,사업팀,Yes,No,222,44.5,13,106575696,미국,85,98,83,70,11,10,41.2,NA,NA
1949,박공명,공채,남,42,22.9,인하대학교,기타,86.44,석사,2011,마케팅영업,생산팀,No,No,47,63.1,3,81464341,서울(본사),90,71,93,18,23,16,39.8,42550,NA
1225,조규만,공채,남,37,27.1,충북대학교,기타,77.33,전문대,2015,마케팅영업,사업팀,No,Yes,57,26.1,7,65433265,베트남,71,69,75,35,54,37,46.5,37930,NA
3749,조국만,공채,남,48,29.8,서강대학교,top8,80,학사,2011,연구개발,금융팀,Yes,No,208,46.7,12,89137050,베트남,82,83,85,62,20,88,50.8,NA,NA
1294,하경수,공채,남,35,26.7,경원대학교,기타,92.22,학사,2010,제조생산,사업팀,No,Yes,207,52.6,0,116625696,미국,78,99,74,28,28,31,57.9,NA,4
1563,한강필,공채,남,40,22.3,충남대학교,국립,71.78,학사,2011,경영지원,사업팀,No,No,8,43.2,12,74456772,베트남,78,79,64,83,63,36,56.1,NA,NA
94,전강길,공채,남,33,16.1,숭실대학교,기타,84.89,학사,2012,마케팅영업,생산팀,Yes,No,211,41.4,13,69430278,미국,92,94,84,29,12,26,37,82658,NA
4485,최경수,공채,남,33,26.4,고려대학교,top5,76.67,석사,2012,마케팅영업,생산팀,No,Yes,84,42.8,11,97730626,서울(본사),97,66,66,28,22,18,41.3,54958,NA
2421,장강희,공채,여,38,25.9,경희대학교,기타,76.44,고졸,2012,제조생산,생산팀,No,No,226,31.6,12,55035557,대전(연구소),84,74,66,10,20,2,40.2,NA,15
199,임강미,공채,여,32,17.4,이화여자대학교,기타,77.56,전문대,2012,마케팅영업,사업팀,Yes,No,195,59.1,8,56187848,서울(본사),81,74,71,30,15,71,46.3,69912,NA
2806,장규만,공채,남,39,23.1,성균관대학교,top8,79.33,학사,2014,경영지원,생산팀,No,No,40,31.6,6,85127987,서울(본사),93,94,90,2,32,29,39.5,NA,NA
4854,윤경표,공채,남,31,11.3,서울대학교,top5,72.09,학사,2012,연구개발,품질보증팀,No,No,60,50.3,9,93597709,서울(본사),97,79,74,52,36,36,50.8,NA,NA
4598,조기동,공채,남,32,15.1,한국외국어대학교,기타,78.89,학사,2013,마케팅영업,기술팀,No,No,27,60,25,57451494,서울(본사),82,78,86,19,11,71,47.2,86747,NA
5138,양기택,인턴,남,29,11.2,경희대학교,기타,90,박사,2014,마케팅영업,마케팅팀,No,No,116,78.3,5,81965139,대전(연구소),74,98,65,93,70,8,63.3,166568,NA
736,한국길,산학,남,41,20.6,경희대학교,수도권,82.89,석사,2015,제조생산,사업팀,No,No,405,74.6,14,56260557,대전(연구소),78,83,70,63,46,13,59.2,NA,25
4909,윤건우,공채,남,43,26.7,충남대학교,국립,75.78,석사,2011,마케팅영업,마케팅팀,No,No,13,39.5,11,83555626,서울(본사),76,99,90,92,71,51,64.5,123805,NA
4162,주가혜,공채,여,36,21.6,연세대학교,top5,91.56,석사,2013,제조생산,사업팀,No,No,304,30.9,10,64352987,일본,76,67,64,12,27,13,45.5,NA,18
2672,조기남,공채,남,39,21.6,국민대학교,기타,79.33,전문대,2013,마케팅영업,품질보증팀,No,No,157,79.4,5,71127987,대전(연구소),83,76,100,35,18,4,44.3,101981,NA
3303,주건섭,공채,여,52,34.2,이화여자대학교,기타,79.56,학사,2011,제조생산,기술팀,No,No,120,46.5,10,53063544,베트남,92,81,63,29,15,31,41.9,NA,16
4007,박강옥,공채,여,36,19.8,아주대학교,기타,84.67,학사,2015,경영지원,사업팀,No,No,42,32.2,14,69002987,서울(본사),99,68,74,48,49,31,51.1,NA,NA
1777,하공명,인턴,남,50,29.4,서강대학교,top8,81.56,석사,2011,경영지원,사업팀,No,No,77,36.3,14,113319620,서울(본사),69,97,86,26,44,2,47.5,NA,NA
3080,윤경미,해외,여,39,32.6,UNIVERSITY OF SOUTHERN CALILFORNIA,해외,93.56,석사,2013,경영지원,기술팀,Yes,Yes,158,52.7,9,109477189,서울(본사),82,100,86,26,16,24,36.8,NA,NA
939,이경태,공채,남,34,18.2,인하대학교,기타,82,학사,2012,제조생산,기술팀,No,No,323,25,13,57546563,대전(연구소),68,67,90,9,14,16,41.2,NA,8
1306,조경규,공채,남,33,15.6,한국과학기술원,top5,62.09,학사,2016,제조생산,마케팅팀,No,No,212,31,26,39430278,서울(본사),98,94,75,93,71,24,63.9,NA,11
4248,정국태,공채,남,37,17.2,경북대학교,국립,84.44,학사,2016,제조생산,품질보증팀,No,No,354,65.4,11,45145417,대전(연구소),87,98,100,11,45,34,45,NA,35
3282,정강태,공채,남,39,19.7,연세대학교,top5,77.21,전문대,2014,마케팅영업,마케팅팀,No,No,146,65.9,12,88127987,미국,98,95,100,92,74,72,67.2,122787,NA
1325,박경규,공채,남,35,18.1,서울대학교,top5,75.81,석사,2011,제조생산,생산팀,No,No,214,46.4,11,61937848,서울(본사),71,85,70,38,37,12,43.9,NA,7
4165,류가영,산학,여,34,18.8,서울대학교,top5,86.44,학사,2016,제조생산,기술팀,No,No,127,36.7,4,53145417,미국,78,84,88,15,8,1,37,NA,6
840,한공명,산학,남,39,19.7,인하대학교,기타,77.78,박사,2013,연구개발,사업팀,No,No,57,43.6,4,146127987,일본,89,75,70,65,27,32,51.6,NA,NA
3617,정공명,산학,남,37,15.4,고려대학교,top5,82,고졸,2015,제조생산,생산팀,No,No,357,45.2,7,48145417,대전(연구소),85,96,70,32,25,8,47.1,NA,22
2962,박경규,공채,남,38,18.9,한국항공대학교,기타,81.78,학사,2014,연구개발,기술팀,No,No,105,55.4,2,109974202,일본,83,98,90,14,9,4,45.2,NA,NA
5480,이기복,인턴,남,32,13.7,경북대학교,국립,78,전문대,2014,제조생산,생산팀,No,No,236,58.9,17,21401494,베트남,89,83,70,45,32,37,52.7,NA,24
3692,하국도,공채,남,40,19.9,고려대학교,top5,68,박사,2015,제조생산,사업팀,No,No,217,38.3,4,82431772,중국,98,74,90,56,26,12,54.2,NA,37
4592,박권희,해외,여,45,32.3,한양대학교,top8,80,박사,2011,경영지원,기술팀,No,No,71,47.5,9,98474550,서울(본사),78,75,64,1,73,13,46.4,NA,NA
2193,한경수,공채,남,42,21.7,UNIVERSITY OF UTAH,해외,87.67,고졸,2012,제조생산,마케팅팀,No,No,170,33.5,14,68464341,서울(본사),68,83,62,89,72,54,68.5,NA,3
2935,최규강,공채,남,40,19.2,성균관대학교,top8,74.44,학사,2014,제조생산,사업팀,No,No,153,44.2,2,76556772,미국,88,74,66,34,39,20,49.8,NA,7
4156,한귀영,산학,여,37,20.5,서울대학교,수도권,86,박사,2016,제조생산,품질보증팀,No,No,128,46,9,37431772,대전(연구소),72,82,76,28,42,11,44.4,NA,7
4625,강경율,공채,남,35,16,서울대학교,수도권,67.11,석사,2013,제조생산,생산팀,No,No,263,35.4,14,70787848,일본,78,84,96,19,22,11,47.8,NA,6
1887,하경숙,공채,여,52,36.2,서울시립대학교,기타,85.78,박사,2014,제조생산,마케팅팀,No,No,229,44,6,65988544,서울(본사),68,75,97,95,76,34,65.6,NA,8
4530,강건섭,인턴,남,35,19.1,서강대학교,top8,73.11,학사,2011,제조생산,생산팀,Yes,No,464,55.1,17,55787848,대전(연구소),79,100,63,17,30,4,36.5,NA,22
2423,조가영,산학,여,40,26,연세대학교(원주),수도권,87.67,학사,2012,제조생산,생산팀,No,No,156,54.1,5,32918126,베트남,68,89,88,21,32,39,50.8,NA,14
4954,주경모,공채,남,27,7.3,고려대학교,top5,77.33,전문대,2015,제조생산,생산팀,No,No,193,24.6,21,34757570,서울(본사),68,83,68,11,20,17,43,NA,3
4864,조경윤,공채,여,29,10.6,서울대학교,top5,78.44,고졸,2012,제조생산,사업팀,Yes,No,265,34.7,15,31513994,서울(본사),92,67,86,86,22,34,44.4,NA,7
1619,조건섭,공채,남,43,20.7,한국외국어대학교(용인캠퍼스),기타,79.33,학사,2011,연구개발,금융팀,No,No,96,46.7,10,114005626,서울(본사),97,89,77,40,43,72,57.2,NA,NA
5581,최경옥,공채,여,33,19.7,숙명여자대학교,기타,84.22,학사,2012,제조생산,생산팀,No,No,132,84.6,4,48535383,대전(연구소),67,99,63,3,15,6,45.5,NA,9
1267,조기남,공채,남,33,13.6,전북대학교,기타,78,학사,2010,제조생산,생산팀,No,No,153,47.6,12,76880278,일본,82,87,66,5,24,3,43.8,NA,3
348,하규범,해외,남,35,19.1,MICHIGAN STATE UNIVERSITY,해외,81.33,고졸,2011,마케팅영업,생산팀,No,No,70,37.9,8,86600348,일본,67,68,62,13,20,68,50.8,57078,NA
3715,강경주,공채,여,41,35.1,경희대학교(국제캠퍼스),기타,77.33,학사,2015,연구개발,기술팀,No,Yes,32,47.8,7,138434759,미국,78,97,64,24,19,36,39.3,NA,NA
2205,조기룡,산학,남,43,25.6,한양대학교,top8,76.44,전문대,2015,마케팅영업,금융팀,No,No,66,58.7,12,66793126,서울(본사),99,78,99,25,49,68,49.4,69060,NA
4698,정강모,인턴,남,29,8.8,연세대학교,top5,85.35,전문대,2014,제조생산,품질보증팀,No,No,237,39.3,25,37240139,대전(연구소),98,90,98,34,25,6,46,NA,15
1852,강강모,인턴,남,41,27.6,충남대학교,국립,76.89,박사,2011,제조생산,생산팀,No,No,272,73.2,16,75060557,베트남,88,100,93,34,19,49,51.8,NA,21
5004,하강수,공채,남,43,22.3,서울시립대학교,기타,79.33,학사,2014,연구개발,기술팀,No,No,163,50.1,8,75843126,베트남,99,71,75,13,19,61,50.5,NA,NA
2965,강강필,공채,남,42,23.1,단국대학교(천안캠퍼스),기타,70.89,전문대,2014,경영지원,기술팀,No,No,228,23.9,7,89414341,대전(연구소),95,68,63,9,15,2,42.7,NA,NA
1633,하국만,공채,남,50,32.6,충남대학교,국립,84.89,학사,2015,경영지원,기술팀,No,No,46,36.2,23,96719620,서울(본사),80,86,62,27,10,22,39.1,NA,NA
2490,조강만,공채,남,31,12.1,고려대학교,top5,79.78,박사,2015,연구개발,신규서비스개발팀,No,No,71,41.1,9,124572709,일본,70,78,87,1,39,83,48.9,NA,NA
